Internal Status,Site ID,Site Name,Longitude,Latitude,Site Type,Height Of Site,Account Name,Approved Report Date,Structural Report Comment,Overall Status,Total FPA,Total EPA,Foundation Status (Existing),Capacity Status (Existing),Structure Capacity (Existing),Epa (Existing),Bearing FOS (Existing),Capacity Status (+1 Operator/Additional),Structure Capacity (+1 Operator/Additional),Epa (+1 Operator/Additional),Bearing FOS (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Structure Capacity (+2 Operator/Additional),Epa (+2 Operator/Additional),Bearing FOS (+2 Operator/Additional),Capacity Status (Maximum),Structure Capacity (Maximum),Epa (Maximum),Bearing (Maximum),QA Status,Site Condition,Capacity Status (Existing),Leg Member Stress (Existing),Brace Member Stress (Existing),Horz Member Stress (Existing),Leg Bolt Stress (Existing),Brace Bolt Stress (Existing),Horz Bolt Stress (Existing),Wires Stress (Existing),Foundation (Existing),HDB (Existing),Capacity Status (+1 Operator/Additional),Leg Member Stress (+1 Operator/Additional),Brace Member Stress (+1 Operator/Additional),Horz Member Stress (+1 Operator/Additional),Leg Bolt Stress (+1 Operator/Additional),Brace Bolt Stress (+1 Operator/Additional),Horz Bolt Stress (+1 Operator/Additional),Wires Stress (+1 Operator/Additional),Foundation(+1 Operator/Additional),HDB (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Leg Member Stress (+2 Operator/Additional),Brace Member Stress (+2 Operator/Additional),Horz Member Stress (+2 Operator/Additional),Leg Bolt Stress (+2 Operator/Additional),Brace Bolt Stress (+2 Operator/Additional),Horz Bolt Stress (+2 Operator/Additional),Wires Stress (+2 Operator/Additional),Foundation(+2 Operator/Additional),HDB (+2 Operator/Additional),BOM Weight (Legs),BOM Weight (Brace),BOM Type,Foundation Type,Leg Steel Grade,Brace Steel Grade ,Site Risk Rating,Audit Status,Topography,Exposure,Actual Condition Risk,Site/Tower Risk Profile,Population,Wind Speed,Master Comment,Superseded Structural Reports,Pending Structural Reports,Approved Structural Reports,Site Report Received,Structural Report Created,Latest Site Audit Uploaded Date,Latest Site Drawing Set Uploaded Date, Legacy ID, Site Audit Description, Modelling Program
Status Set,TNG342,Kamecco,38.45692,-5.16377,Structure-Lattice Tower,45,Helios Tanzania,18/12/2017,Tower strengthened on site to v2.0 Delmec report. QA Audit 09/12/2017,Amber,,,NI,Green,82,5.8,,Green,95,9,,Amber,105,12.1,,NotSet,,,,Pass,Green,Green,68,82,29,73,62,9,,,47,Green,79,95,34,86,70,10,,,55,Amber,89,105,39,96,76,12,,,62,,,,NI,275,275,,DelmecInspected,1,C,5,4,1,30,,2,0,1,9/12/2017,18/12/2017,22/09/2017,28/09/2017,141 EBTS,TSS Audit,MS Tower v6
Status Set,TNG343,MTINDIRO,38.78612,-5.31627,Structure-Lattice Tower,49,Helios Tanzania,23/11/2016,"V1.0_Structural Analysis_AELF_Members Not OverstressedEquipment added 3no. GSM Antennas 2.769x0.429x0.196 @46m az 0/120/240deg, 12no. RRUs 0.4x0.3x0.1m @46m Behind Antenna, 1 No MW Dish 1.2m@44m [RFI 21/08/21]",Green,,,NI,Green,62,8.5,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,62,47,39,35,33,22,,,37,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,235,,DelmecInspected,1,C,5,4,3,30,,0,0,1,28/10/2016,23/11/2016,16/11/2016,29/11/2016,,Structural Survey Audit,MS Tower v6
Status Set,TNG345,MASANGE,38.39526,-4.79462,Structure-Lattice Tower,50,Helios Tanzania,7/3/2019,"V1_Structural Analysis_LAG. 	Equipment added 3no. GSM Antennas 2.769x0.429x0.196 @47m az 0/120/240deg, 12no. RRUs 0.4x0.3x0.1m @47m Behind Antenna, 1 No MW Dish 1.2m@45m [RFI 16/08/21]",Green,,,NI,Green,70,8.6,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,61,48,34,70,35,25,,,37,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,355,355,,DelmecInspected,1,C,5,4,3,30,,0,0,1,14/02/2019,7/3/2019,25/02/2019,27/03/2019,,Structural Survey Audit,MS Tower v6
Status Set,TNG346,Milungui,38.3722,-4.76287,Structure-Lattice Tower,45,Helios Tanzania,7/5/2017,"Tower strengthened on site to v2.0 Delmec report. QA Audit 07/05/2017Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @43m,3no. RRUs 0.4x0.3x0.1 @43.4m,1no. MW Dishes 1.2m @38m [RFI 13/03/2020]",Green,,,NI,Green,98,11.6,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Green,89,98,93,92,88,29,,,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,DelmecInspected,3,C,5,4,4,30,,2,0,1,7/5/2017,7/5/2017,13/03/2016,27/05/2016,141 EBTS,Structural Survey Audit,MS Tower v6
Status Set,TNG347,Ubiri,38.3328,-4.82831,Structure-Lattice Tower,50,Helios Tanzania,11/3/2019,"V1_Structural Analysis_JKA. 	",Green,,,NI,Green,82,1.8,,Green,95,5,,Amber,112,8.2,,NotSet,,,,,Green,Green,71,82,53,60,41,31,,,58,Green,95,90,59,75,63,38,,,70,Amber,112,98,67,87,77,43,,,81,,,,NI,355,275,,DelmecInspected,3,C,5,1,1,30,,0,0,1,18/02/2019,11/3/2019,7/3/2019,15/04/2019,,Structural Survey Audit,MS Tower v6
Status Set,TNG352,New_Raskazone,39.12138,-5.06211,Structure-Lattice Tower,50,Helios Tanzania,2/2/2018,"V1_Structural Analysis_E.C. 	Equipment added 3no. GSM Antennas 2.098x0.259x0.135 @45m , 3no. RRUs 0.560x0.447x0.151m @44.5m Behind Antenna, 1 No MW Dish 1.2m@44m [RFI 24/04/21]",Amber,,,NI,Amber,104,14.8,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Amber,90,104,52,45,40,30,,,98,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,355,275,,DelmecInspected,1,D,5,1,1,30,,0,0,1,30/01/2018,2/2/2018,31/01/2018,12/3/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG353,Makorola_Kati,39.11186,-5.08731,Structure-Lattice Tower,50,Helios Tanzania,18/05/2018,"V1_Structural Analysis_EG**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.42x0.33x0.08 @45m az 40/160/280deg, 1no. MW Dish 0.6m @47m az 66deg**",Green,,,NI,Green,52,7.9,,Green,63,11.1,,NotSet,,,,NotSet,,,,,Green,Green,52,47,2,27,23,3,,,NI,Green,63,54,2,33,27,3,,,NI,NotSet,,,,,,,,,,,,,NI,235,275,,DelmecInspected,1,C,5,1,1,30,,0,0,1,17/04/2018,18/05/2018,1/5/2018,5/6/2018,TNG353,Structural Survey Audit,MS Tower v6
Status Set,TNG354,Ukombozi,39.10481,-5.09753,Structure-Lattice Tower,50,Helios Tanzania,28/06/2018,"V1_Structural Analysis_PO. 	Equipment added: 3no. RRUs 0.351x0.298x0.128 @23m, [RFI 19/12/2019]",Green,,,NI,Green,39,4.9,,Green,50,8,,Green,58,11.2,,NotSet,,,,,Green,Green,39,29,1,18,14,2,,,NI,Green,50,33,2,24,16,3,,,NI,Green,58,38,3,28,18,3,,,NI,,,,NI,235,235,,DelmecInspected,1,B,5,1,1,30,,0,0,1,10/5/2018,28/06/2018,7/6/2018,19/07/2018,195 BTS,Structural Survey Audit,MS Tower v6
Status Set,TNG355,Jela_Watoto,39.10546,-5.08298,Structure-Lattice Tower,45,Helios Tanzania,31/07/2018,V1_Structural Analysis_AM,Green,,,NI,Green,64,4.7,,Green,69,7.9,,Green,76,11,,NotSet,,,,,Green,Green,44,64,20,25,22,12,,,45,Green,52,69,27,29,28,16,,,54,Green,57,76,31,33,28,18,,,60,,,,NI,275,275,,DelmecInspected,1,C,5,3,2,30,,0,0,1,27/04/2018,31/07/2018,16/05/2018,14/08/2018,195 BTS,Structural Survey Audit,MS Tower v6
Status Set,TNG356,Kwa_Njeka,39.11918,-5.09201,Structure-Lattice Tower,50,Helios Tanzania,30/01/2018,"V1_Structural Analysis_BP. 	**RFI from ""Inventory Database for Q3"" Added: 6no. RRUs 0.35x0.298x0.128m @28.7m, 3no. GSM Antennas 1.42x0.33x0.08 @47m az 30/160/280deg, 1no. MW Dish 0.6m @48m az 203deg, **RFI from ""Inventory Database for Q4"" Added: 3no. GSM Antennas 2.5x0.4x0.2 @40.3m, 6no. RRUs 0.4x0.3x0.1m @39m**Equipment added: 3no. GSM Antennas 1.933x0.261x0.146 @33m,3no. RRUs 0.351x0.298x0.128 @33m, [RFI 19/12/2019]Equipment added: 3no. GSM Antennas 2.745x0.262x0.15 @47m,3no. RRUs 0.4x0.3x0.1 @47m,1no. MW Dishes 0.6m @44m [RFI 19/02/2020]Equipment added: 3no. GSM Antennas 2.5x0.4x0.2 @41.5m,6no. RRUs 0.4x0.3x0.1 @42.4m, [RFI 01/04/2020]",Green,,,NI,Green,71,13.4,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,71,56,2,41,26,3,,,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,235,235,,DelmecInspected,1,C,5,1,1,30,,0,0,1,29/01/2018,30/01/2018,29/01/2018,6/2/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG357,Juwatta,39.09328,-5.09202,Structure-Lattice Tower,50,Helios Tanzania,28/06/2018,"V1_Structural Analysis_NE. 	",Amber,,,Green,Green,46,4.8,,Green,58,7.9,,Green,68,11.1,,NotSet,,,,,Green,Green,46,40,2,23,18,2,,7.53,NI,Green,58,45,3,31,20,3,,5.91,NI,Green,68,50,3,36,22,4,,5.05,NI,,,,IndividualFooting,235,235,46,DelmecInspected,1,C,5,1,1,30,,0,0,1,1/5/2018,28/06/2018,15/06/2018,3/7/2018,195 BTS,Structural Survey Audit,MS Tower v6
Status Set,TNG358,Komkonga,38.41232,-5.6182,Structure-Lattice Tower,49.9,Helios Tanzania,14/11/2017,"V1_Structural Analysis_PK. 	Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @47m,3no. RRUs 0.4x0.3x0.1 @47.4m,1no. MW Dishes 1.2m @42m [RFI 13/03/2020]",Green,,,NI,Green,93,12.8,,NotSet,,15.9,,NotSet,,,,NotSet,,,,,Green,Green,68,93,75,40,62,19,,,80,NotSet,,,,,,,,,88,NotSet,,,,,,,,,,,,,NI,355,275,,DelmecInspected,1,C,5,4,1,30,,0,0,1,30/10/2017,14/11/2017,30/10/2017,23/02/2018,195 BTS,Structural Survey Audit,MS Tower v6
Status Set,TNG359,Kitumbi,38.3655,-5.67059,Structure-Lattice Tower,60,Helios Tanzania,16/10/2018,"V1_Structural Analysis_EH. 	**RFI from ""Inventory Database for Q3""  Added: 3no. RRUs 0.351x0.298x0.128m @49m, 3no. RRUs 0.35x0.29x0.12m @47.7m**",Amber,,,Green,Green,70,6.9,,Green,77,10.1,,NotSet,,,,NotSet,,,,,Amber,Green,55,70,3,33,50,5,,2.4,NI,Green,63,77,3,38,56,6,,2.07,NI,NotSet,,,,,,,,,,,,,IndividualFooting,235,235,49,DelmecInspected,3,C,3,4,3,30,,0,0,1,17/08/2018,16/10/2018,4/10/2018,1/3/2019,195 BTS,Structural Survey Audit,MS Tower v6
Status Set,TNG361,Kwemkashi,38.38261,-4.66487,Structure-Lattice Tower,50,Helios Tanzania,31/10/2017,"V1_Structural Analysis_PO. Members overstressed.	",Amber,,,NI,Amber,144,6.6,,Red,164,9.7,,Red,185,12.9,,NotSet,,,,,Green,Amber,125,144,46,95,74,19,,,100,Red,144,164,53,112,85,22,,,117,Red,161,185,59,125,97,25,,,130,3304,2023.3,+1op,NI,275,275,,DelmecInspected,3,C,5,1,1,30,,0,0,1,26/10/2017,31/10/2017,30/10/2017,23/02/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG362,Manolo,38.21245,-4.61723,Structure-Lattice Tower,50,Helios Tanzania,3/10/2017,"V1_Structural Analysis_E.C. Equipment Added: 3no. GSM Antennas 2.25x0.58x0.1m @48/48/48m, 1no. MW Dish 1.2m @45m [RFI 13/12/17]	Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @48m,3no. RRUs 0.4x0.3x0.1 @48.4m,1no. MW Dishes 1.2m @43m [RFI 13/03/2020]Equipment added 3no. GSM Antennas 2.769x0.429x0.196 @47m az 0/120/240deg, 12no. RRUs 0.4x0.3x0.1m @47m Behind Antenna, 1 No MW Dish 1.2m@45m [RFI 17/08/21]Re Run Required",Red,,,NI,Red,191,17.9,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,Red,191,130,15,101,77,13,,,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,235,235,,DelmecInspected,2,C,4,1,1,30,,0,0,1,27/08/2017,3/10/2017,2/10/2017,20/10/2017,,Structural Survey Audit,MS Tower v6
Status Set,TNG363,Kwanyange,39.05611,-5.06064,Structure-Lattice Tower,30,Helios Tanzania,11/6/2018,"V1_Structural Analysis_AM. 	",Green,,,NI,Green,55,5.8,,Green,68,8.9,,Green,78,12.1,,NotSet,,,,,Green,Green,55,43,2,29,21,3,,,61,Green,68,48,4,36,25,5,,,75,Green,78,55,4,42,30,5,,,87,,,,NI,235,235,,DelmecInspected,1,C,5,4,2,30,,0,0,1,26/04/2018,11/6/2018,21/05/2018,10/9/2018,,Maintenance Inspection Audit,MS Tower v6
Status Set,TNG364,Pangamlima,38.67172,-5.24966,Structure-Lattice Tower,50,Helios Tanzania,31/10/2017,"V1_Structural Analysis_AK. 	",Green,,,NI,Green,52,3.4,,Green,64,6.6,,Green,76,9.8,,NotSet,,,,,Green,Green,51,52,2,27,27,2,,,NI,Green,64,59,4,35,31,4,,,NI,Green,76,66,4,41,35,5,,,NI,,,,NI,235,235,,DelmecInspected,3,C,5,1,1,30,,0,0,1,23/10/2017,31/10/2017,27/10/2017,2/11/2017,,Structural Survey Audit,MS Tower v6
Status Set,TNG365,Masatu,38.54256,-5.26662,Structure-Lattice Tower,50,Helios Tanzania,27/10/2017,"V1_Structural Analysis_PK. 	",Green,,,NI,Green,41,2.3,,Green,53,5.5,,Green,63,8.6,,NotSet,,,,,Green,Green,41,34,2,21,17,2,,,NI,Green,53,40,3,28,20,3,,,NI,Green,63,47,3,34,23,4,,,NI,,,,NI,235,235,,DelmecInspected,1,C,5,4,1,30,,0,0,1,22/10/2017,27/10/2017,27/10/2017,8/11/2017,,Structural Survey Audit,MS Tower v6
Status Set,TNG367,Misima,38.11687,-5.32481,Structure-Lattice Tower,49,Helios Tanzania,21/11/2016,V1_Structural Analysis_FC,Amber,,,NI,Green,46,2.6,,Green,57,5.8,,Green,67,8.9,,NotSet,,,,,Amber,Green,43,46,25,31,20,17,,,32,Green,57,51,30,40,33,20,,,40,Green,67,56,34,46,40,24,,,46,,,,NI,275,235,,DelmecInspected,1,C,3,4,3,30,,0,0,1,10/11/2016,21/11/2016,16/11/2016,23/11/2016,,Structural Survey Audit,MS Tower v6
Status Set,TNG371,KWANKONJE,38.1846,-5.60458,Structure-Lattice Tower,50,Helios Tanzania,27/02/2019,"V1_Structural Analysis_JK. Members overstressed.	Equipment added 3no. GSM Antennas 2.4x0.4x0.1 @43m , 3no. RRUs 0.4x0.3x0.1m @43.4m Behind Antenna, 1 No MW Dish 1.2m@38m [RFI 07/07/21]",Red,,,NI,Red,176,10.5,,NotSet,,,,NotSet,,,,NotSet,,,,Fail,Amber,Red,131,176,37,110,64,29,,,97,NotSet,,,,,,,,,,NotSet,,,,,,,,,,2802.6,1792,+1 Operator,NI,275,275,,DelmecInspected,3,C,4,4,3,30,,2,0,1,14/12/2016,27/02/2019,4/5/2017,31/03/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,TNG399,Ndindira,38.42385,-5.00878,Structure-Lattice Tower,50,Helios Tanzania,22/09/2020,V3.0_SA_JKA. Selective strengthening for +1OP.  Tower strengthened on site to v3.0 Delmec report. QA Audit 08/09/2020. ,Amber,,,NI,Amber,,4.7,,Amber,118,7.9,,NotSet,,11,,NotSet,,,,Pass,Green,Amber,,,,,,,,,NI,Amber,118,112,54,100,96,59,,,NI,NotSet,,,,,,,,,NI,,,,NI,355,275/355,,DelmecInspected,3,C,5,4,3,30,,3,0,1,8/9/2020,22/09/2020,25/02/2020,25/09/2020,,TSS Audit,MS Tower v6
Status Set,TNG400,Dunga Maforoni,39.10256,-4.67853,Structure-Lattice Tower,50,Helios Tanzania,12/1/2023,"V1.0_BTS_JD. BTS tower built on site to v1.0 Delmec report. QA Audit 03/10/2022.	",Green,,,Green,Green,33,3.9,,Green,40,7.9,,Green,46,11.8,,NotSet,,,,Pass,Green,Green,33,33,25,29,19,6,,,14,Green,40,37,31,35,25,7,,,18,Green,46,40,35,40,29,8,,,21,,,,IndividualFooting,345,235,,Unaudited,1,C,5,1,3,30,,0,0,1,3/10/2022,12/1/2023,16/05/2022,,TNG400,Special Site Inspection,MS Tower v6
Status Set,TNG401,Vuga,38.35079,-4.89429,Structure-Lattice Tower,50,Helios Tanzania,17/02/2021,"V1_BTS_BP. BTS tower built on site. QA Audit 07/12/2020. (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis). Foundation status based on as built drawing provided. ",Green,,,Green,Green,62,3.3,,Green,71,6.5,,Green,80,9.6,,NotSet,,,,Pass,Green,Green,57,62,45,59,34,11,,,26,Green,68,68,53,71,42,13,,,31,Green,77,75,60,80,49,14,,1.64,36,,,,Raft,345,235,,DelmecInspected,2,C,5,1,3,30,,0,0,1,29/04/2020,17/02/2021,27/05/2020,,,Special Site Inspection,MS Tower v6
Status Set,TNG402,Lulago UCSAF,37.48178,-5.61969,Structure-Lattice Tower,50,Helios Tanzania,27/02/2020,"V1_Structural Analysis_LAG. 	BTS tower built on site. QA Audit 25/02/2020.Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysisFoundation status based on as built drawing provided",Green,,,Green,Green,70,3.2,,Green,80,6.3,,Green,92,9.5,,NotSet,,,,Pass,Green,Green,64,70,50,66,38,12,,,29,Green,77,78,60,80,48,14,,,26,Green,88,85,69,92,56,17,,1.64,41,,,,Raft,345,235,,T2Inspected,2,C,5,4,5,30,,0,0,1,25/02/2020,27/02/2020,14/08/2019,,,Special Site Inspection,MS Tower v6
Status Set,TNG405,Kuze Kibago UCSAF,38.71424,-4.90587,Structure-Lattice Tower,50,Helios Tanzania,3/2/2020,"V1_Structural Analysis_LAG. 	Tower HD Bolts, bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis.Foundation status based on as built drawing provided.Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @48m,3no. RRUs 0.4x0.3x0.1 @48.4m,1no. MW Dishes 1.2m @43m [RFI 13/03/2020]",Green,,,Green,Green,71,9.5,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Green,68,71,53,70,41,13,,1.65,32,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,Raft,345,235,55,DelmecInspected,3,C,5,4,3,30,,0,0,1,22/01/2020,3/2/2020,14/08/2019,,,Special Site Inspection,MS Tower v6
Status Set,TNG414,TAPA,39.09834,-5.09576,Structure-Lattice Tower,45,Helios Tanzania,20/07/2018,V1_Structural Analysis_NE,Green,,,NI,Green,40,2.3,,Green,46,5.5,,Green,51,8.6,,NotSet,,,,Pass,Green,Green,24,40,9,23,26,7,,,18,Green,31,46,12,28,29,9,,,23,Green,36,51,16,32,31,13,,,27,,,,NI,355,355,,DelmecInspected,1,C,5,1,1,30,,0,0,1,2/5/2018,20/07/2018,15/06/2018,7/8/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG415,MLIMAFUNDI,38.45582,-5.15231,Structure-Lattice Tower,50,Helios Tanzania,12/10/2018,"V1_Structural Analysis_NE. 	Equipment added 3no. GSM Antennas 2.769x0.429x0.196 @47m az 0/120/240deg, 12no. RRUs 0.4x0.3x0.1m @47m Behind Antenna, 1 No MW Dish 1.2m@45m [RFI 11/08/21]",Amber,,,NI,Green,67,8.5,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,44,67,22,38,34,16,,,32,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,355,275,,DelmecInspected,1,C,5,1,1,30,,0,0,1,16/08/2018,12/10/2018,4/10/2018,7/12/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG417,Mbomole,38.58913,-5.0565,Structure-Lattice Tower,50,Helios Tanzania,4/3/2021,"V1.0_BTS_PJ. BTS tower built on site. QA Audit 09/01/2021. (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis). Foundation status based on as built drawing provided. ",Green,,,Green,Green,65,3.3,,Green,76,6.5,,Green,87,9.6,,NotSet,,,,Pass,Green,Green,62,65,48,64,37,12,,,28,Green,73,72,57,76,46,14,,,34,Green,84,79,65,87,54,16,,3,39,,,,Raft,345,235,,DelmecInspected,2,C,5,1,3,30,,0,0,1,24/04/2020,4/3/2021,27/05/2020,,,Special Site Inspection,MS Tower v6
Status Set,TNG418,KWA KAHEZA,39.11611,-5.09904,Structure-Lattice Tower,35,Helios Tanzania,18/05/2018,"V1_Structural Analysis_PG**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.42x0.33x0.08 @32m az 20/110/250deg, 1no. MW Dish 0.6m @33m az 23deg****RFI from ""Inventory Database for Q4"" Added: 3no. GSM Antennas 2.5x0.4x0.2 @27.3m, 6no. RRUs 0.4x0.3x0.1m @26m**Equipment added: 3no. GSM Antennas 2.741x0.262x0.15 @32m,3no. RRUs 0.4x0.3x0.1 @32m,1no. MW Dishes 0.6m @29m [RFI 19/02/2020]Equipment added: 3no. GSM Antennas 2.5x0.4x0.2 @28.5m,6no. RRUs 0.4x0.3x0.1 @27.6m, [RFI 01/04/2020]",Green,,,NI,Green,56,12.1,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,40,56,13,13,17,6,,,23,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,275,,DelmecInspected,3,C,5,5,2,30,,0,0,1,18/04/2018,18/05/2018,4/5/2018,25/05/2018,,Structural Survey Audit,MS Tower v6
Status Set,TNG419,Lutindi,38.37356,-5.07155,Structure-Lattice Tower,50,Helios Tanzania,19/01/2021,"V1_BTS_BP. BTS tower built on site. QA Audit 01/12/2020. Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis. Foundation status based on as built drawing provided. ",Amber,,,Green,Green,65,3.3,,Green,76,6.5,,Green,87,9.6,,NotSet,,,,Pass,Amber,Green,62,65,48,64,37,12,,,28,Green,73,72,57,76,46,14,,,34,Green,83,79,65,87,54,16,,1.76,39,,,,Raft,345,235,,DelmecInspected,2,C,4,1,3,30,,0,0,1,1/12/2020,19/01/2021,27/05/2020,,,Special Site Inspection,MS Tower v6
Status Set,TNG427,Pagwi,37.12917,-5.81414,Structure-Lattice Tower,50,Helios Tanzania,19/01/2021,"V1_Structural Analysis_BP. BTS tower built on site. QA Audit 24/11/2020. Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis. Foundation status based on as built drawing provided. ",Green,,,Green,Green,35,3.3,,Green,43,6.5,,Green,49,9.6,,NotSet,,,,Pass,Green,Green,34,35,27,35,20,7,,,14,Green,41,39,32,43,25,8,,,17,Green,47,43,36,49,31,9,,3.65,20,,,,Raft,345,235,,DelmecInspected,1,C,5,4,3,31,,0,0,1,24/11/2020,19/01/2021,6/2/2023,,,Special Site Inspection,MS Tower v6
Status Set,TNG428,Kwekanga,38.36657,-4.69115,Structure-Lattice Tower,50,Helios Tanzania,4/3/2021,"V1_BTS_AM. BTS tower built on site. QA Audit 11/02/2021. (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis). Foundation status based on as built drawing provided. ",Green,,,Green,Green,64,3.3,,Green,71,6.5,,Green,79,9.6,,NotSet,,,,Pass,Green,Green,56,64,44,57,32,11,,,26,Green,67,71,52,69,40,13,,,31,Green,76,78,59,79,49,14,,1.64,36,,,,Raft,345,235,,DelmecInspected,3,C,5,1,3,30,,0,0,1,27/04/2020,4/3/2021,27/05/2020,,,Special Site Inspection,MS Tower v6
Status Set,TNG431,Mahandakini,39.17148,-4.7048,Structure-Lattice Tower,50,Helios Tanzania,12/1/2023,"V1.0_BTS_AB. 	Tower built on site to V1.0 Delmec report.  Foundation done on the site. QA Audit 02/10/2022.",Green,,,Green,Green,33,3.9,,Green,40,7.9,,Green,46,11.8,,NotSet,,,,NotSet,Green,Green,33,33,25,29,19,6,,2.99,14,Green,40,37,31,35,25,7,,2.36,18,Green,46,40,35,40,29,8,,2.01,21,,,,IndividualFooting,345,235,55,Unaudited,1,C,5,4,3,30,,0,0,1,2/10/2022,12/1/2023,16/05/2022,,TNG431,Special Site Inspection,MS Tower v6
Cancelled,TZ0002,PostaHouse,39.28869,-6.81277,Structure-Lattice Tower,0,Helios Tanzania,,,OnHold,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,0,01/01/0001,01/01/0001,,,,,
Cancelled,TZ0003,TambazaSec,39.27692,-6.80004,Structure-Lattice Tower,40,Helios Tanzania,,,OnHold,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,0,01/01/0001,01/01/0001,27/05/2015,,,,
Cancelled,TZ0005,DIT,39.2814,-6.81317,Structure-Lattice Tower,40,Helios Tanzania,15/06/2015,"V!_Structural Analysis_RT-Overstressed in sections 10 to 12, 16 and 17 bracing.",OnHold,,,NotSet,Amber,140,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,Amber,,,140,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,1,15/06/2015,15/06/2015,27/05/2015,,,,MS Tower v6
Cancelled,TZ0006,Kisutu,39.2811,-6.81773,,0,Helios Tanzania,,,OnHold,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,0,01/01/0001,01/01/0001,,,,,
Cancelled,TZ0011,Oysterbay,39.27644,-6.77503,,0,Helios Tanzania,,,OnHold,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,0,01/01/0001,01/01/0001,,,,,
Cancelled,TZ0014,University,39.202,-6.78065,,0,Helios Tanzania,,,OnHold,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,0,01/01/0001,01/01/0001,,,,,
Cancelled,TZ0015,Mbezi Beach,39.2155,-6.70566,Structure-Lattice Tower,40,Helios Tanzania,24/06/2015,V1_Structural Analysis_RT_No members are overstressed,OnHold,,,NotSet,Green,70,,,NotSet,,,,NotSet,,,,NotSet,,,,,NotSet,Green,,,70,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,,,,,,,,0,0,1,23/06/2015,24/06/2015,29/05/2015,,,,MS Tower v6
